nodes,rest_rps,rest_latency,grpc_rps,grpc_latency
1,2.978276889605464,622.0742166042328,36.715220901517604,27.236849864323933
2,42.649973424075846,406.7586584885915,36.77829437108462,27.189968824386597
3,204.23365411505733,4.952996571858724,36.80087836647376,27.173430919647217
5,190.3366794816337,6.140247186024983,36.744513690573775,27.215053637822468
10,20.561475198938137,68.0199686686198,36.817026027069346,27.161376078923542
